Trip_ID,start_area,end_area,distance_km,time_of_day,day_of_week,weather_condition,traffic_density_level,road_type,average_speed_kmph
TRIP_02127,Banashankari,Whitefield,8.57,Morning Peak,Weekday,Clear,High,Main Road,25.3
TRIP_02128,Sadashivanagar,Electronic City,19.38,Evening Peak,Weekend,Clear,Low,Inner Road,29.0
TRIP_02129,Whitefield,Electronic City,7.47,Morning Peak,Weekend,Rain,Medium,Main Road,24.8
TRIP_02130,RR Nagar,Chickpet,20.26,Afternoon,Weekend,Heatwave,Medium,Highway,50.2
TRIP_02131,HSR Layout,BTM Layout,17.23,Evening Peak,Weekday,Clear,Very High,Highway,17.2
TRIP_02132,Bellandur,MG Road,13.75,Night,Weekday,Clear,Medium,Highway,59.3
TRIP_02133,Banashankari,NIMHANS,11.51,Evening Peak,Weekday,Clear,Very High,Highway,19.9
TRIP_02134,Peenya,Kempegowda International Airport,16.94,Morning Peak,Weekend,Fog,Low,Main Road,31.3
TRIP_02135,Sadashivanagar,HSR Layout,10.2,Morning Peak,Weekday,Rain,High,Main Road,15.8
TRIP_02136,RR Nagar,NIMHANS,25.2,Morning Peak,Weekend,Heatwave,Low,Main Road,40.2
TRIP_02137,JP Nagar,HSR Layout,17.69,Evening Peak,Weekday,Clear,Very High,Highway,16.5
TRIP_02138,Electronic City,Bellandur,9.97,Afternoon,Weekend,Clear,Low,Main Road,38.1
TRIP_02139,HSR Layout,Banashankari,16.6,Morning Peak,Weekday,Heatwave,Low,Inner Road,35.3
TRIP_02140,MG Road,Yelahanka,17.23,Evening Peak,Weekday,Fog,High,Main Road,15.0
TRIP_02141,Banashankari,Koramangala,13.62,Morning Peak,Weekday,Fog,Very High,Main Road,5.1
TRIP_02142,Malleshwaram,Basavanagudi,10.19,Evening Peak,Weekday,Heatwave,Very High,Main Road,12.7
TRIP_02143,HSR Layout,Malleshwaram,6.66,Afternoon,Weekend,Clear,Medium,Main Road,43.5
TRIP_02144,Jayanagar,Rajajinagar,10.13,Morning Peak,Weekday,Clear,Very High,Main Road,14.7
TRIP_02145,JP Nagar,MG Road,11.2,Evening Peak,Weekday,Clear,High,Main Road,20.8
TRIP_02146,Indiranagar,RR Nagar,28.43,Afternoon,Weekday,Rain,Low,Highway,45.1
TRIP_02147,HSR Layout,JP Nagar,17.69,Night,Weekday,Fog,High,Highway,22.0
TRIP_02148,Electronic City,Kempegowda International Airport,14.99,Evening Peak,Weekday,Clear,High,Main Road,20.2
TRIP_02149,Basavanagudi,Malleshwaram,10.19,Night,Weekday,Fog,Low,Highway,49.4
TRIP_02150,BTM Layout,Bellandur,17.08,Morning Peak,Weekday,Clear,Medium,Main Road,28.7
TRIP_02151,Marathahalli,Peenya,6.33,Night,Weekday,Heatwave,Medium,Main Road,26.8
TRIP_02152,Rajajinagar,Sadashivanagar,5.98,Morning Peak,Weekend,Clear,Medium,Main Road,40.1
TRIP_02153,Sadashivanagar,NIMHANS,16.52,Evening Peak,Weekday,Fog,High,Main Road,16.3
TRIP_02154,Kempegowda International Airport,Yelahanka,6.61,Evening Peak,Weekend,Clear,Very High,Main Road,12.0
TRIP_02155,Electronic City,JP Nagar,1.51,Afternoon,Weekday,Clear,Medium,Inner Road,25.2
TRIP_02156,Malleshwaram,Koramangala,11.44,Evening Peak,Weekday,Clear,Very High,Main Road,14.6
TRIP_02157,Koramangala,JP Nagar,5.29,Evening Peak,Weekday,Fog,Very High,Main Road,6.1
TRIP_02158,RR Nagar,Frazer Town,18.15,Afternoon,Weekday,Clear,High,Highway,41.9
TRIP_02159,Rajajinagar,NIMHANS,17.0,Morning Peak,Weekday,Fog,High,Highway,20.6
TRIP_02160,Basavanagudi,Banashankari,9.58,Afternoon,Weekday,Heatwave,Low,Main Road,42.3
TRIP_02161,BTM Layout,Peenya,9.53,Evening Peak,Weekday,Clear,High,Inner Road,13.0
TRIP_02162,Kempegowda International Airport,Basavanagudi,13.5,Morning Peak,Weekend,Clear,Medium,Highway,49.0
TRIP_02163,Basavanagudi,MG Road,7.13,Afternoon,Weekend,Clear,High,Inner Road,8.4
TRIP_02164,Rajajinagar,KR Puram,15.65,Afternoon,Weekday,Clear,High,Main Road,25.0
TRIP_02165,Hebbal,NIMHANS,13.63,Evening Peak,Weekday,Clear,High,Highway,31.6
TRIP_02166,RR Nagar,Malleshwaram,16.99,Evening Peak,Weekend,Fog,Medium,Inner Road,13.4
TRIP_02167,Bellandur,NIMHANS,7.41,Morning Peak,Weekday,Fog,High,Main Road,12.1
TRIP_02168,Marathahalli,Kempegowda International Airport,11.0,Evening Peak,Weekday,Clear,Very High,Main Road,13.1
TRIP_02169,Jayanagar,Malleshwaram,10.56,Evening Peak,Weekday,Fog,Medium,Main Road,17.1
TRIP_02170,Marathahalli,Bellandur,4.88,Evening Peak,Weekday,Clear,High,Main Road,20.8
TRIP_02171,Kempegowda International Airport,Indiranagar,13.13,Morning Peak,Weekday,Clear,High,Highway,36.1
TRIP_02172,NIMHANS,Jayanagar,13.39,Morning Peak,Weekend,Clear,Medium,Highway,61.3
TRIP_02173,Yelahanka,KR Puram,25.37,Evening Peak,Weekday,Clear,High,Main Road,31.4
TRIP_02174,NIMHANS,Koramangala,2.2,Afternoon,Weekend,Clear,Medium,Main Road,42.4
TRIP_02175,Bellandur,Rajajinagar,20.67,Evening Peak,Weekend,Clear,High,Main Road,30.1
TRIP_02176,Rajajinagar,NIMHANS,17.0,Morning Peak,Weekday,Clear,High,Main Road,28.6
TRIP_02177,Chickpet,Yelahanka,19.18,Night,Weekday,Clear,High,Main Road,22.3
TRIP_02178,Frazer Town,Koramangala,14.76,Evening Peak,Weekend,Fog,High,Main Road,12.3
TRIP_02179,Basavanagudi,BTM Layout,7.45,Evening Peak,Weekday,Heatwave,Very High,Main Road,13.4
TRIP_02180,Yelahanka,Kempegowda International Airport,6.61,Morning Peak,Weekend,Rain,High,Main Road,16.7
TRIP_02181,Jayanagar,Marathahalli,15.88,Evening Peak,Weekday,Clear,High,Inner Road,8.8
TRIP_02182,Chickpet,Sadashivanagar,8.08,Morning Peak,Weekday,Fog,Medium,Main Road,15.9
TRIP_02183,Sadashivanagar,HSR Layout,10.2,Morning Peak,Weekend,Clear,Low,Main Road,37.0
TRIP_02184,Hebbal,Frazer Town,9.27,Afternoon,Weekend,Rain,Low,Highway,54.9
TRIP_02185,Electronic City,Banashankari,10.93,Morning Peak,Weekday,Fog,High,Main Road,10.4
TRIP_02186,BTM Layout,Malleshwaram,11.04,Evening Peak,Weekday,Rain,Very High,Inner Road,5.8
TRIP_02187,Sadashivanagar,KR Puram,10.5,Evening Peak,Weekday,Clear,Very High,Main Road,13.1
TRIP_02188,Kempegowda International Airport,HSR Layout,10.32,Morning Peak,Weekday,Rain,Medium,Main Road,32.0
TRIP_02189,Peenya,BTM Layout,9.53,Night,Weekend,Clear,Low,Main Road,54.1
TRIP_02190,Peenya,Banashankari,12.45,Night,Weekday,Rain,Medium,Main Road,18.9
TRIP_02191,Chickpet,Indiranagar,11.55,Evening Peak,Weekday,Clear,Very High,Main Road,11.3
TRIP_02192,Malleshwaram,Frazer Town,4.62,Morning Peak,Weekday,Clear,High,Main Road,25.1
TRIP_02193,MG Road,Indiranagar,9.57,Afternoon,Weekday,Heatwave,Medium,Main Road,43.4
TRIP_02194,Frazer Town,Koramangala,14.76,Morning Peak,Weekend,Fog,Medium,Highway,28.0
TRIP_02195,JP Nagar,BTM Layout,9.67,Afternoon,Weekday,Fog,Low,Main Road,30.5
TRIP_02196,Chickpet,Basavanagudi,8.98,Evening Peak,Weekday,Fog,Very High,Highway,8.9
TRIP_02197,Banashankari,Malleshwaram,10.02,Night,Weekday,Fog,Medium,Highway,28.5
TRIP_02198,Chickpet,HSR Layout,10.59,Afternoon,Weekday,Heatwave,Medium,Main Road,35.3
TRIP_02199,Whitefield,Malleshwaram,16.06,Morning Peak,Weekday,Rain,Very High,Main Road,7.2
TRIP_02200,HSR Layout,Marathahalli,15.91,Morning Peak,Weekday,Clear,High,Inner Road,20.3
TRIP_02201,JP Nagar,RR Nagar,30.48,Afternoon,Weekday,Fog,High,Highway,17.9
TRIP_02202,Electronic City,Kempegowda International Airport,14.99,Morning Peak,Weekend,Clear,High,Main Road,27.4
TRIP_02203,Chickpet,Peenya,13.88,Afternoon,Weekend,Clear,Low,Highway,75.9
TRIP_02204,Hebbal,Banashankari,16.03,Morning Peak,Weekday,Clear,Very High,Highway,19.8
TRIP_02205,Bellandur,Koramangala,5.36,Evening Peak,Weekday,Clear,Very High,Main Road,13.0
TRIP_02206,Kempegowda International Airport,Electronic City,14.99,Morning Peak,Weekday,Heatwave,Low,Main Road,46.3
TRIP_02207,Yelahanka,Marathahalli,17.4,Morning Peak,Weekday,Clear,High,Highway,44.2
TRIP_02208,Chickpet,Whitefield,12.9,Evening Peak,Weekend,Rain,Medium,Highway,36.2
TRIP_02209,Kempegowda International Airport,Basavanagudi,13.5,Afternoon,Weekday,Rain,High,Main Road,14.9
TRIP_02210,Kempegowda International Airport,Peenya,16.94,Afternoon,Weekday,Heatwave,High,Highway,29.5
TRIP_02211,NIMHANS,Marathahalli,4.77,Afternoon,Weekend,Clear,Medium,Inner Road,29.0
TRIP_02212,Chickpet,Whitefield,12.9,Night,Weekday,Fog,Low,Main Road,25.7
TRIP_02213,BTM Layout,Marathahalli,13.17,Afternoon,Weekend,Clear,High,Highway,43.2
TRIP_02214,Basavanagudi,Jayanagar,15.7,Evening Peak,Weekday,Rain,Very High,Main Road,7.6
TRIP_02215,BTM Layout,Banashankari,3.05,Afternoon,Weekday,Clear,Low,Inner Road,34.5
TRIP_02216,JP Nagar,Electronic City,1.51,Morning Peak,Weekday,Clear,High,Main Road,22.4
TRIP_02217,RR Nagar,Indiranagar,28.43,Night,Weekday,Rain,Medium,Highway,45.7
TRIP_02218,Basavanagudi,Sadashivanagar,16.71,Afternoon,Weekday,Clear,High,Main Road,17.8
TRIP_02219,Hebbal,JP Nagar,18.89,Morning Peak,Weekday,Heatwave,High,Highway,29.2
TRIP_02220,MG Road,Hebbal,9.3,Morning Peak,Weekend,Heatwave,High,Main Road,20.7
TRIP_02221,Marathahalli,JP Nagar,4.6,Evening Peak,Weekday,Clear,Very High,Inner Road,9.1
TRIP_02222,NIMHANS,Jayanagar,13.39,Evening Peak,Weekday,Clear,Medium,Main Road,42.9
TRIP_02223,Rajajinagar,BTM Layout,18.76,Morning Peak,Weekday,Clear,High,Main Road,22.8
TRIP_02224,Sadashivanagar,Hebbal,7.93,Morning Peak,Weekday,Rain,High,Main Road,14.2
TRIP_02225,RR Nagar,Peenya,32.09,Evening Peak,Weekday,Clear,Very High,Highway,21.0
TRIP_02226,Yelahanka,Frazer Town,20.04,Afternoon,Weekday,Clear,Low,Highway,76.1
TRIP_02227,Banashankari,HSR Layout,16.6,Evening Peak,Weekend,Heatwave,High,Highway,36.1
TRIP_02228,Banashankari,Yelahanka,24.67,Morning Peak,Weekday,Clear,Low,Main Road,47.5
TRIP_02229,Peenya,Koramangala,7.23,Evening Peak,Weekend,Heatwave,Low,Main Road,50.5
TRIP_02230,Whitefield,Rajajinagar,24.06,Afternoon,Weekday,Clear,Medium,Highway,55.3
TRIP_02231,NIMHANS,MG Road,7.18,Afternoon,Weekday,Clear,Medium,Main Road,36.5
TRIP_02232,Kempegowda International Airport,Banashankari,21.04,Morning Peak,Weekend,Heatwave,High,Highway,33.2
TRIP_02233,Sadashivanagar,Marathahalli,21.24,Morning Peak,Weekday,Rain,Low,Inner Road,14.0
TRIP_02234,Sadashivanagar,Jayanagar,14.54,Evening Peak,Weekday,Clear,Very High,Main Road,15.1
TRIP_02235,Frazer Town,Hebbal,9.27,Morning Peak,Weekend,Clear,High,Inner Road,16.9
TRIP_02236,Basavanagudi,Malleshwaram,10.19,Afternoon,Weekday,Clear,High,Main Road,20.7
TRIP_02237,Hebbal,Jayanagar,6.67,Night,Weekday,Clear,Low,Inner Road,23.9
TRIP_02238,Jayanagar,Frazer Town,14.89,Morning Peak,Weekday,Fog,Very High,Main Road,5.0
TRIP_02239,Basavanagudi,HSR Layout,14.1,Afternoon,Weekend,Clear,Medium,Main Road,28.3
TRIP_02240,Electronic City,JP Nagar,1.51,Evening Peak,Weekend,Fog,Very High,Inner Road,5.0
TRIP_02241,Jayanagar,Electronic City,18.07,Night,Weekday,Heatwave,Medium,Highway,59.5
TRIP_02242,Jayanagar,Frazer Town,14.89,Morning Peak,Weekday,Clear,High,Highway,40.4
TRIP_02243,Hebbal,BTM Layout,17.1,Afternoon,Weekend,Clear,High,Inner Road,10.5
TRIP_02244,Jayanagar,Banashankari,20.09,Evening Peak,Weekend,Fog,Very High,Main Road,7.7
TRIP_02245,Yelahanka,Hebbal,11.86,Afternoon,Weekend,Clear,High,Main Road,27.6
TRIP_02246,Basavanagudi,JP Nagar,4.08,Evening Peak,Weekend,Fog,Medium,Inner Road,10.8
TRIP_02247,Marathahalli,Electronic City,5.32,Morning Peak,Weekday,Clear,High,Main Road,28.7
TRIP_02248,Electronic City,Marathahalli,5.32,Afternoon,Weekday,Heatwave,Very High,Main Road,14.3
TRIP_02249,Rajajinagar,JP Nagar,22.07,Evening Peak,Weekday,Clear,Very High,Highway,22.2
TRIP_02250,Marathahalli,RR Nagar,29.0,Evening Peak,Weekend,Heatwave,Medium,Main Road,29.9
TRIP_02251,Frazer Town,Kempegowda International Airport,18.43,Morning Peak,Weekday,Clear,Medium,Highway,54.9
TRIP_02252,Chickpet,Malleshwaram,3.94,Afternoon,Weekday,Clear,Medium,Inner Road,16.5
TRIP_02253,Malleshwaram,Bellandur,15.08,Morning Peak,Weekend,Clear,High,Main Road,27.6
TRIP_02254,KR Puram,Frazer Town,6.29,Evening Peak,Weekend,Clear,High,Main Road,19.0
TRIP_02255,Yelahanka,Frazer Town,20.04,Morning Peak,Weekday,Clear,Medium,Main Road,42.1
TRIP_02256,Marathahalli,RR Nagar,29.0,Morning Peak,Weekday,Clear,Medium,Highway,52.1
TRIP_02257,HSR Layout,Marathahalli,15.91,Morning Peak,Weekend,Clear,High,Main Road,28.9
TRIP_02258,Electronic City,Malleshwaram,12.97,Evening Peak,Weekday,Clear,Very High,Inner Road,9.8
TRIP_02259,Marathahalli,BTM Layout,13.17,Night,Weekday,Heatwave,Medium,Main Road,37.4
TRIP_02260,HSR Layout,Hebbal,2.52,Evening Peak,Weekday,Fog,Very High,Inner Road,5.0
TRIP_02261,NIMHANS,Sadashivanagar,16.52,Evening Peak,Weekday,Heatwave,High,Inner Road,14.9
TRIP_02262,Koramangala,BTM Layout,11.72,Night,Weekday,Clear,Medium,Highway,57.9
TRIP_02263,BTM Layout,Kempegowda International Airport,20.09,Evening Peak,Weekday,Fog,High,Main Road,15.2
TRIP_02264,Jayanagar,HSR Layout,4.38,Evening Peak,Weekday,Clear,Very High,Inner Road,8.4
TRIP_02265,MG Road,NIMHANS,7.18,Morning Peak,Weekend,Clear,Low,Main Road,54.0
TRIP_02266,RR Nagar,Kempegowda International Airport,21.91,Evening Peak,Weekday,Heatwave,Very High,Main Road,14.1
TRIP_02267,Koramangala,Marathahalli,2.85,Afternoon,Weekday,Clear,Medium,Highway,50.9
TRIP_02268,Chickpet,RR Nagar,20.26,Evening Peak,Weekday,Clear,Very High,Main Road,14.4
TRIP_02269,Whitefield,Koramangala,12.51,Afternoon,Weekday,Clear,Medium,Highway,47.0
TRIP_02270,Jayanagar,Bellandur,13.24,Evening Peak,Weekday,Heatwave,High,Highway,29.9
TRIP_02271,Malleshwaram,Sadashivanagar,7.02,Morning Peak,Weekday,Heatwave,High,Main Road,25.7
TRIP_02272,HSR Layout,KR Puram,16.5,Morning Peak,Weekday,Rain,High,Main Road,17.7
TRIP_02273,Marathahalli,Banashankari,15.46,Afternoon,Weekend,Fog,High,Main Road,15.0
TRIP_02274,Yelahanka,Basavanagudi,18.84,Afternoon,Weekday,Clear,High,Highway,37.7
TRIP_02275,Electronic City,Basavanagudi,2.8,Afternoon,Weekday,Clear,High,Inner Road,9.1
TRIP_02276,Jayanagar,Chickpet,14.33,Evening Peak,Weekday,Heatwave,High,Highway,39.4
TRIP_02277,Basavanagudi,Bellandur,9.65,Evening Peak,Weekday,Fog,Very High,Main Road,7.8
TRIP_02278,Rajajinagar,KR Puram,15.65,Morning Peak,Weekday,Clear,Very High,Main Road,11.8
TRIP_02279,RR Nagar,Whitefield,33.01,Afternoon,Weekday,Clear,High,Main Road,21.8
TRIP_02280,Jayanagar,Hebbal,6.67,Morning Peak,Weekend,Fog,Very High,Main Road,5.3
TRIP_02281,Rajajinagar,HSR Layout,6.43,Evening Peak,Weekday,Rain,Very High,Main Road,8.3
TRIP_02282,Yelahanka,Banashankari,24.67,Evening Peak,Weekday,Rain,Very High,Highway,12.2
TRIP_02283,BTM Layout,Marathahalli,13.17,Afternoon,Weekday,Rain,Medium,Main Road,24.4
TRIP_02284,Sadashivanagar,Yelahanka,19.78,Evening Peak,Weekend,Heatwave,High,Main Road,16.6
TRIP_02285,KR Puram,RR Nagar,24.21,Morning Peak,Weekday,Clear,Low,Highway,67.9
TRIP_02286,Indiranagar,Chickpet,11.55,Afternoon,Weekday,Clear,Medium,Highway,52.1
TRIP_02287,Malleshwaram,BTM Layout,11.04,Evening Peak,Weekend,Clear,Low,Highway,82.0
TRIP_02288,BTM Layout,Bellandur,17.08,Morning Peak,Weekday,Fog,Very High,Highway,8.0
TRIP_02289,NIMHANS,Electronic City,4.68,Morning Peak,Weekday,Fog,Very High,Inner Road,5.0
TRIP_02290,Banashankari,NIMHANS,11.51,Evening Peak,Weekday,Clear,Very High,Main Road,11.4
TRIP_02291,Peenya,Frazer Town,17.22,Morning Peak,Weekend,Clear,Medium,Main Road,44.9
TRIP_02292,Kempegowda International Airport,RR Nagar,21.91,Morning Peak,Weekend,Heatwave,Medium,Highway,42.8
TRIP_02293,Rajajinagar,Koramangala,18.42,Evening Peak,Weekday,Clear,Very High,Main Road,8.8
TRIP_02294,Bellandur,Indiranagar,8.11,Evening Peak,Weekday,Clear,Medium,Inner Road,29.4
TRIP_02295,MG Road,Frazer Town,5.49,Morning Peak,Weekday,Fog,Low,Main Road,30.5
TRIP_02296,MG Road,Yelahanka,17.23,Morning Peak,Weekday,Clear,Very High,Main Road,11.3
TRIP_02297,Electronic City,Basavanagudi,2.8,Night,Weekday,Clear,Low,Highway,76.3
TRIP_02298,Electronic City,Malleshwaram,12.97,Evening Peak,Weekday,Heatwave,High,Highway,38.8
TRIP_02299,Frazer Town,BTM Layout,10.05,Evening Peak,Weekend,Clear,Medium,Highway,53.4
TRIP_02300,Basavanagudi,Hebbal,15.06,Evening Peak,Weekday,Rain,Medium,Main Road,19.8
TRIP_02301,Jayanagar,JP Nagar,18.68,Evening Peak,Weekday,Clear,Very High,Highway,16.4
TRIP_02302,HSR Layout,JP Nagar,17.69,Evening Peak,Weekday,Heatwave,Medium,Main Road,32.0
TRIP_02303,Frazer Town,Yelahanka,20.04,Evening Peak,Weekday,Clear,Very High,Highway,20.3
TRIP_02304,RR Nagar,Sadashivanagar,13.8,Evening Peak,Weekday,Rain,Very High,Main Road,6.2
TRIP_02305,Peenya,HSR Layout,19.41,Morning Peak,Weekday,Clear,High,Inner Road,14.8
TRIP_02306,Kempegowda International Airport,Marathahalli,11.0,Morning Peak,Weekday,Clear,Low,Main Road,58.8
TRIP_02307,BTM Layout,Kempegowda International Airport,20.09,Morning Peak,Weekday,Clear,Very High,Highway,20.3
TRIP_02308,Rajajinagar,BTM Layout,18.76,Afternoon,Weekday,Clear,Low,Highway,75.6
TRIP_02309,Kempegowda International Airport,MG Road,14.14,Afternoon,Weekday,Clear,Very High,Highway,23.6
TRIP_02310,Kempegowda International Airport,MG Road,14.14,Evening Peak,Weekend,Rain,High,Main Road,15.6
TRIP_02311,Yelahanka,HSR Layout,9.64,Afternoon,Weekend,Fog,Low,Inner Road,10.2
TRIP_02312,Yelahanka,Marathahalli,17.4,Evening Peak,Weekend,Clear,Medium,Main Road,40.8
TRIP_02313,Jayanagar,Koramangala,13.61,Afternoon,Weekday,Fog,High,Main Road,16.5
TRIP_02314,Rajajinagar,Whitefield,24.06,Afternoon,Weekday,Heatwave,High,Highway,41.5
TRIP_02315,Hebbal,NIMHANS,13.63,Evening Peak,Weekday,Fog,High,Highway,23.8
TRIP_02316,Yelahanka,Frazer Town,20.04,Afternoon,Weekday,Clear,Medium,Main Road,38.8
TRIP_02317,Chickpet,Electronic City,11.5,Afternoon,Weekday,Clear,Very High,Main Road,10.4
TRIP_02318,Kempegowda International Airport,RR Nagar,21.91,Night,Weekday,Heatwave,Medium,Highway,54.4
TRIP_02319,BTM Layout,Bellandur,17.08,Night,Weekday,Clear,Medium,Main Road,36.1
TRIP_02320,Peenya,Bellandur,11.21,Morning Peak,Weekday,Heatwave,High,Main Road,23.2
TRIP_02321,Peenya,KR Puram,15.92,Afternoon,Weekday,Clear,Medium,Highway,56.0
TRIP_02322,Chickpet,KR Puram,6.2,Afternoon,Weekday,Clear,Medium,Main Road,43.2
TRIP_02323,Frazer Town,Jayanagar,14.89,Morning Peak,Weekday,Clear,Very High,Main Road,12.9
TRIP_02324,Peenya,Banashankari,12.45,Afternoon,Weekday,Clear,Low,Main Road,48.3
TRIP_02325,Malleshwaram,Jayanagar,10.56,Evening Peak,Weekday,Clear,Very High,Highway,16.8
TRIP_02326,Indiranagar,Sadashivanagar,19.14,Evening Peak,Weekday,Clear,Very High,Main Road,13.4
TRIP_02327,Yelahanka,Koramangala,15.78,Afternoon,Weekend,Clear,Medium,Main Road,28.2
TRIP_02328,Basavanagudi,Rajajinagar,18.08,Night,Weekday,Clear,Low,Main Road,57.4
TRIP_02329,BTM Layout,Whitefield,5.74,Morning Peak,Weekday,Rain,Low,Main Road,38.7
TRIP_02330,JP Nagar,Whitefield,8.19,Evening Peak,Weekday,Heatwave,High,Highway,35.6
TRIP_02331,Electronic City,Yelahanka,20.8,Night,Weekend,Heatwave,Medium,Main Road,35.3
TRIP_02332,Frazer Town,Koramangala,14.76,Morning Peak,Weekend,Fog,Low,Highway,47.9
TRIP_02333,Frazer Town,RR Nagar,18.15,Afternoon,Weekday,Fog,Medium,Main Road,20.5
TRIP_02334,RR Nagar,Peenya,32.09,Morning Peak,Weekday,Clear,Very High,Highway,19.9
TRIP_02335,Hebbal,Sadashivanagar,7.93,Morning Peak,Weekday,Clear,Medium,Main Road,30.3
TRIP_02336,Yelahanka,MG Road,17.23,Afternoon,Weekday,Clear,Low,Highway,67.5
TRIP_02337,RR Nagar,Rajajinagar,8.97,Evening Peak,Weekday,Clear,Very High,Main Road,14.6
TRIP_02338,Koramangala,Marathahalli,2.85,Night,Weekday,Heatwave,Low,Inner Road,34.2
TRIP_02339,Hebbal,Marathahalli,17.62,Afternoon,Weekday,Clear,High,Main Road,17.1
TRIP_02340,Chickpet,Malleshwaram,3.94,Evening Peak,Weekday,Heatwave,Very High,Highway,21.0
TRIP_02341,Indiranagar,Kempegowda International Airport,13.13,Morning Peak,Weekday,Clear,Medium,Main Road,31.9
TRIP_02342,RR Nagar,Jayanagar,14.51,Evening Peak,Weekday,Heatwave,Very High,Highway,15.4
TRIP_02343,HSR Layout,BTM Layout,17.23,Night,Weekday,Heatwave,High,Main Road,21.1
TRIP_02344,Basavanagudi,RR Nagar,26.64,Evening Peak,Weekend,Clear,High,Highway,41.4
TRIP_02345,Bellandur,Kempegowda International Airport,6.9,Afternoon,Weekday,Rain,Medium,Inner Road,15.1
TRIP_02346,Frazer Town,Indiranagar,14.87,Evening Peak,Weekday,Fog,High,Main Road,17.2
TRIP_02347,RR Nagar,Banashankari,25.98,Morning Peak,Weekend,Clear,Low,Main Road,60.4
TRIP_02348,Jayanagar,Frazer Town,14.89,Afternoon,Weekday,Heatwave,Medium,Highway,66.8
TRIP_02349,Basavanagudi,Peenya,5.46,Afternoon,Weekday,Heatwave,Medium,Inner Road,11.8
TRIP_02350,Electronic City,Peenya,2.67,Afternoon,Weekday,Heatwave,High,Highway,39.9
TRIP_02351,Bellandur,Sadashivanagar,22.01,Evening Peak,Weekend,Clear,Low,Highway,59.5
TRIP_02352,Marathahalli,Bellandur,4.88,Afternoon,Weekday,Clear,Low,Inner Road,19.9
TRIP_02353,Hebbal,Banashankari,16.03,Morning Peak,Weekday,Clear,Medium,Main Road,34.1
TRIP_02354,RR Nagar,HSR Layout,13.1,Night,Weekday,Clear,High,Highway,30.8
TRIP_02355,Frazer Town,Rajajinagar,9.41,Evening Peak,Weekday,Clear,Very High,Main Road,13.9
TRIP_02356,Kempegowda International Airport,RR Nagar,21.91,Morning Peak,Weekday,Rain,High,Highway,31.2
TRIP_02357,Yelahanka,Kempegowda International Airport,6.61,Afternoon,Weekend,Clear,High,Inner Road,13.4
TRIP_02358,Bellandur,Hebbal,16.74,Morning Peak,Weekend,Fog,Medium,Inner Road,13.8
TRIP_02359,Frazer Town,Peenya,17.22,Night,Weekday,Heatwave,Medium,Main Road,35.0
TRIP_02360,BTM Layout,Electronic City,8.28,Morning Peak,Weekday,Rain,Very High,Highway,12.6
TRIP_02361,MG Road,JP Nagar,11.2,Afternoon,Weekday,Rain,High,Main Road,15.6
TRIP_02362,Sadashivanagar,MG Road,9.58,Evening Peak,Weekday,Heatwave,Low,Main Road,36.5
TRIP_02363,Chickpet,HSR Layout,10.59,Afternoon,Weekend,Clear,Medium,Main Road,32.1
TRIP_02364,Hebbal,NIMHANS,13.63,Morning Peak,Weekday,Clear,High,Main Road,19.1
TRIP_02365,Malleshwaram,JP Nagar,14.25,Morning Peak,Weekend,Rain,Very High,Main Road,7.4
TRIP_02366,Marathahalli,MG Road,11.95,Morning Peak,Weekend,Clear,Medium,Main Road,39.1
TRIP_02367,NIMHANS,BTM Layout,9.79,Evening Peak,Weekday,Heatwave,High,Highway,34.6
TRIP_02368,Kempegowda International Airport,Hebbal,12.83,Morning Peak,Weekend,Fog,Medium,Main Road,14.8
TRIP_02369,RR Nagar,JP Nagar,30.48,Evening Peak,Weekday,Fog,High,Highway,19.5
TRIP_02370,Jayanagar,BTM Layout,20.24,Evening Peak,Weekday,Clear,High,Highway,35.9
TRIP_02371,Jayanagar,Peenya,20.56,Afternoon,Weekday,Heatwave,High,Highway,32.3
TRIP_02372,Whitefield,Bellandur,17.44,Afternoon,Weekday,Rain,Medium,Main Road,20.0
TRIP_02373,MG Road,Electronic City,9.83,Evening Peak,Weekday,Clear,Very High,Inner Road,8.3
TRIP_02374,Sadashivanagar,JP Nagar,20.77,Evening Peak,Weekday,Clear,Very High,Highway,14.7
TRIP_02375,Yelahanka,Chickpet,19.18,Afternoon,Weekday,Fog,Low,Main Road,26.9
TRIP_02376,HSR Layout,Koramangala,13.23,Morning Peak,Weekday,Clear,Very High,Highway,22.9
TRIP_02377,BTM Layout,Koramangala,11.72,Afternoon,Weekday,Clear,Low,Highway,68.1
TRIP_02378,Bellandur,Hebbal,16.74,Morning Peak,Weekend,Clear,High,Main Road,19.5
TRIP_02379,Koramangala,Rajajinagar,18.42,Afternoon,Weekday,Rain,Low,Highway,51.8
TRIP_02380,Whitefield,Kempegowda International Airport,22.12,Afternoon,Weekday,Rain,Low,Highway,44.4
TRIP_02381,Kempegowda International Airport,Koramangala,9.81,Evening Peak,Weekday,Heatwave,High,Highway,40.6
TRIP_02382,Bellandur,Hebbal,16.74,Evening Peak,Weekday,Clear,Very High,Highway,17.5
TRIP_02383,Koramangala,NIMHANS,2.2,Morning Peak,Weekend,Rain,High,Inner Road,8.4
TRIP_02384,Bellandur,JP Nagar,9.44,Afternoon,Weekend,Heatwave,High,Main Road,17.0
TRIP_02385,Whitefield,Frazer Town,15.73,Evening Peak,Weekend,Clear,High,Main Road,17.4
